PAW protein_summary_9 results file
written: Sun Apr  7 21:52:34 2019

 	=subtotal(109,B6:B10653)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
8421.0	1	sp|Q9BWF3|RBM4_HUMAN	 	56.0	364	40313	RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1	287	39	0.136	105	97	85	15	11	13	79.286	70.125	68.059	sp|Q9BQ04|RBM4B_HUMAN, sp|Q9BWF3|RBM4_HUMAN
8422.0	1	sp|Q9BWG6|SCNM1_HUMAN	 	21.7	230	25949	Sodium channel modifier 1 OS=Homo sapiens OX=9606 GN=SCNM1 PE=1 SV=1	13	13	1.000	7	4	2	7	4	2	7.000	4.000	2.000	 
8423.0	1	sp|Q9BWH2|FUND2_HUMAN	 	21.2	189	20675	FUN14 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=FUNDC2 PE=1 SV=2	87	87	1.000	29	29	29	29	29	29	29.000	29.000	29.000	 
8424.0	1	sp|Q9BWH6|RPAP1_HUMAN	 	13.9	1393	152753	RNA polymerase II-associated protein 1 OS=Homo sapiens OX=9606 GN=RPAP1 PE=1 SV=3	38	38	1.000	10	17	11	10	17	11	10.000	17.000	11.000	 
8425.0	1	sp|Q9BWJ5|SF3B5_HUMAN	 	73.3	86	10135	Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1	34	34	1.000	14	10	10	14	10	10	14.000	10.000	10.000	 
8426.0	1	sp|Q9BWM5|ZN416_HUMAN	 	7.6	594	67188	Zinc finger protein 416 OS=Homo sapiens OX=9606 GN=ZNF416 PE=2 SV=1	10	3	0.300	3	5	2	1	2	0	1.154	2.545	0.000	sp|B7Z6K7|ZN814_HUMAN, sp|Q13398|ZN211_HUMAN, sp|Q68DY9|ZN772_HUMAN, sp|Q7Z340|ZN551_HUMAN, sp|Q8TF45|ZN418_HUMAN, sp|Q9BWM5|ZN416_HUMAN
8427.0	1	sp|Q9BWM7|SFXN3_HUMAN	 	45.5	321	35503	Sideroflexin-3 OS=Homo sapiens OX=9606 GN=SFXN3 PE=1 SV=3	62	60	0.968	24	18	20	23	17	20	23.161	17.138	20.000	sp|Q9BWM7|SFXN3_HUMAN, sp|Q9H9B4|SFXN1_HUMAN
8428.0	1	sp|Q9BWN1|PRR14_HUMAN	 	16.4	585	64328	Proline-rich protein 14 OS=Homo sapiens OX=9606 GN=PRR14 PE=1 SV=1	20	19	0.950	7	6	7	6	6	7	6.250	6.000	7.000	sp|Q5THK1|PR14L_HUMAN, sp|Q9BWN1|PRR14_HUMAN
8429.0	1	sp|Q9BWP8|COL11_HUMAN	 	8.5	271	28665	Collectin-11 OS=Homo sapiens OX=9606 GN=COLEC11 PE=1 SV=1	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
8430.0	1	sp|Q9BWQ6|YIPF2_HUMAN	 	13.9	316	35151	Protein YIPF2 OS=Homo sapiens OX=9606 GN=YIPF2 PE=1 SV=1	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000	 
8431.0	1	sp|Q9BWS9|CHID1_HUMAN	 	28.5	393	44940	Chitinase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHID1 PE=1 SV=1	98	98	1.000	47	30	21	47	30	21	47.000	30.000	21.000	 
8432.0	1	sp|Q9BWT1|CDCA7_HUMAN	 	15.6	371	42573	Cell division cycle-associated protein 7 OS=Homo sapiens OX=9606 GN=CDCA7 PE=1 SV=1	5	5	1.000	1	3	1	1	3	1	1.000	3.000	1.000	 
8433.0	1	sp|Q9BWT3|PAPOG_HUMAN	 	24.6	736	82802	Poly(A) polymerase gamma OS=Homo sapiens OX=9606 GN=PAPOLG PE=1 SV=2	44	38	0.864	16	15	13	14	13	11	14.295	13.265	11.268	sp|P51003|PAPOA_HUMAN, sp|Q9BWT3|PAPOG_HUMAN
8434.0	1	sp|Q9BWT6|MND1_HUMAN	 	46.8	205	23753	Meiotic nuclear division protein 1 homolog OS=Homo sapiens OX=9606 GN=MND1 PE=1 SV=1	27	27	1.000	11	8	8	11	8	8	11.000	8.000	8.000	 
8435.0	1	sp|Q9BWU0|NADAP_HUMAN	 	40.5	796	88813	Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=1	126	126	1.000	44	42	40	44	42	40	44.000	42.000	40.000	 
8436.0	1	sp|Q9BWU1|CDK19_HUMAN	 	26.9	502	56802	Cyclin-dependent kinase 19 OS=Homo sapiens OX=9606 GN=CDK19 PE=1 SV=1	44	27	0.614	17	16	11	11	9	7	15.714	15.300	10.111	sp|P49336|CDK8_HUMAN, sp|Q9BWU1|CDK19_HUMAN
8437.0	1	sp|Q9BWW4|SSBP3_HUMAN	 	5.9	388	40421	Single-stranded DNA-binding protein 3 OS=Homo sapiens OX=9606 GN=SSBP3 PE=1 SV=1	17	6	0.353	4	5	8	1	2	3	1.158	2.353	3.833	sp|P81877|SSBP2_HUMAN, sp|Q9BWW4|SSBP3_HUMAN
8438.0	1	sp|Q9BWW8|APOL6_HUMAN	 	11.1	343	38127	Apolipoprotein L6 OS=Homo sapiens OX=9606 GN=APOL6 PE=2 SV=1	8	8	1.000	3	3	2	3	3	2	3.000	3.000	2.000	 
8439.0	1	sp|Q9BX10|GTPB2_HUMAN	 	30.6	602	65768	GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=GTPBP2 PE=1 SV=1	34	34	1.000	10	12	12	10	12	12	10.000	12.000	12.000	 
8440.0	1	sp|Q9BX26|SYCP2_HUMAN	 	2.6	1530	175637	Synaptonemal complex protein 2 OS=Homo sapiens OX=9606 GN=SYCP2 PE=2 SV=2	7	7	1.000	5	1	1	5	1	1	5.000	1.000	1.000	 
8441.0	1	sp|Q9BX40|LS14B_HUMAN	 	44.4	385	42070	Protein LSM14 homolog B OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1	70	70	1.000	25	25	20	25	25	20	25.000	25.000	20.000	 
8442.0	1	sp|Q9BX59|TPSNR_HUMAN	 	16.2	468	50182	Tapasin-related protein OS=Homo sapiens OX=9606 GN=TAPBPL PE=1 SV=2	25	25	1.000	8	7	10	8	7	10	8.000	7.000	10.000	 
8443.0	1	sp|Q9BX63|FANCJ_HUMAN	 	21.2	1249	140866	Fanconi anemia group J protein OS=Homo sapiens OX=9606 GN=BRIP1 PE=1 SV=2	57	57	1.000	25	18	14	25	18	14	25.000	18.000	14.000	 
8444.0	1	sp|Q9BX66|SRBS1_HUMAN	 	17.0	1292	142511	Sorbin and SH3 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SORBS1 PE=1 SV=3	35	35	1.000	21	4	10	21	4	10	21.000	4.000	10.000	 
8445.0	1	sp|Q9BX67|JAM3_HUMAN	 	12.6	310	35020	Junctional adhesion molecule C OS=Homo sapiens OX=9606 GN=JAM3 PE=1 SV=1	8	8	1.000	1	3	4	1	3	4	1.000	3.000	4.000	 
8446.0	1	sp|Q9BX68|HINT2_HUMAN	 	59.5	163	17162	Histidine triad nucleotide-binding protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=HINT2 PE=1 SV=1	104	104	1.000	37	32	35	37	32	35	37.000	32.000	35.000	 
8447.0	1	sp|Q9BX69|CARD6_HUMAN	 	10.9	1037	116466	Caspase recruitment domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CARD6 PE=1 SV=2	30	30	1.000	9	12	9	9	12	9	9.000	12.000	9.000	 
8448.0	1	sp|Q9BX70|BTBD2_HUMAN	 	15.8	525	55931	BTB/POZ domain-containing protein 2 OS=Homo sapiens OX=9606 GN=BTBD2 PE=1 SV=1	19	15	0.789	7	7	5	5	6	4	6.667	6.857	4.800	sp|Q9BX70|BTBD2_HUMAN, sp|Q9H0C5|BTBD1_HUMAN
8449.0	1	sp|Q9BX95|SGPP1_HUMAN	 	9.1	441	49107	Sphingosine-1-phosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=SGPP1 PE=1 SV=2	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000	 
8450.0	1	sp|Q9BX97|PLVAP_HUMAN	 	10.0	442	50594	Plasmalemma vesicle-associated protein OS=Homo sapiens OX=9606 GN=PLVAP PE=2 SV=1	9	9	1.000	2	4	3	2	4	3	2.000	4.000	3.000	 
8451.0	1	sp|Q9BXB4|OSB11_HUMAN	 	29.9	747	83642	Oxysterol-binding protein-related protein 11 OS=Homo sapiens OX=9606 GN=OSBPL11 PE=1 SV=2	70	64	0.914	22	26	22	19	24	21	21.478	25.455	21.840	sp|Q9BXB4|OSB11_HUMAN, sp|Q9BXB5|OSB10_HUMAN
8452.0	1	sp|Q9BXB5|OSB10_HUMAN	 	19.5	764	83969	Oxysterol-binding protein-related protein 10 OS=Homo sapiens OX=9606 GN=OSBPL10 PE=1 SV=2	24	17	0.708	7	12	5	4	9	4	4.522	9.810	4.160	sp|Q96SU4|OSBL9_HUMAN, sp|Q9BXB4|OSB11_HUMAN, sp|Q9BXB5|OSB10_HUMAN
8453.0	1	sp|Q9BXD5|NPL_HUMAN	 	17.2	320	35162	N-acetylneuraminate lyase OS=Homo sapiens OX=9606 GN=NPL PE=1 SV=1	16	16	1.000	6	4	6	6	4	6	6.000	4.000	6.000	 
8454.0	1	sp|Q9BXF6|RFIP5_HUMAN	 	19.1	653	70414	Rab11 family-interacting protein 5 OS=Homo sapiens OX=9606 GN=RAB11FIP5 PE=1 SV=1	11	11	1.000	1	2	8	1	2	8	1.000	2.000	8.000	 
8455.0	1	sp|Q9BXI6|TB10A_HUMAN	 	41.9	508	57117	TBC1 domain family member 10A OS=Homo sapiens OX=9606 GN=TBC1D10A PE=1 SV=1	62	62	1.000	18	27	17	18	27	17	18.000	27.000	17.000	 
8456.0	1	sp|Q9BXJ3|C1QT4_HUMAN	 	13.4	329	35256	Complement C1q tumor necrosis factor-related protein 4 OS=Homo sapiens OX=9606 GN=C1QTNF4 PE=1 SV=2	4	4	1.000	2	0	2	2	0	2	2.000	0.000	2.000	 
8457.0	1	sp|Q9BXJ8|T120A_HUMAN	 	15.7	343	40610	Transmembrane protein 120A OS=Homo sapiens OX=9606 GN=TMEM120A PE=1 SV=1	16	15	0.938	7	6	3	7	5	3	7.000	5.714	3.000	sp|A0PK00|T120B_HUMAN, sp|Q9BXJ8|T120A_HUMAN
8458.0	1	sp|Q9BXJ9|NAA15_HUMAN	 	46.9	866	101271	N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1	393	308	0.784	131	147	115	106	111	91	125.383	139.913	110.285	sp|Q6N069|NAA16_HUMAN, sp|Q9BXJ9|NAA15_HUMAN, sp|Q9C0D2|CE295_HUMAN
8459.0	1	sp|Q9BXK1|KLF16_HUMAN	 	25.0	252	25430	Krueppel-like factor 16 OS=Homo sapiens OX=9606 GN=KLF16 PE=1 SV=1	16	16	1.000	5	6	5	5	6	5	5.000	6.000	5.000	 
8460.0	1	sp|Q9BXK5|B2L13_HUMAN	 	44.5	485	52723	Bcl-2-like protein 13 OS=Homo sapiens OX=9606 GN=BCL2L13 PE=1 SV=1	81	81	1.000	23	29	29	23	29	29	23.000	29.000	29.000	 
8461.0	1	sp|Q9BXL5|HEMGN_HUMAN	 	46.7	484	55340	Hemogen OS=Homo sapiens OX=9606 GN=HEMGN PE=1 SV=1	170	170	1.000	53	55	62	53	55	62	53.000	55.000	62.000	 
8462.0	1	sp|Q9BXL6|CAR14_HUMAN	 	1.4	1004	113269	Caspase recruitment domain-containing protein 14 OS=Homo sapiens OX=9606 GN=CARD14 PE=1 SV=2	22	4	0.182	5	10	7	1	2	1	1.012	2.041	1.018	sp|P11387|TOP1_HUMAN, sp|Q5M775|CYTSB_HUMAN, sp|Q9BXL6|CAR14_HUMAN
8463.0	1	sp|Q9BXL7|CAR11_HUMAN	 	37.5	1154	133283	Caspase recruitment domain-containing protein 11 OS=Homo sapiens OX=9606 GN=CARD11 PE=1 SV=3	142	139	0.979	48	55	39	47	54	38	47.940	55.000	38.974	sp|Q9BXL7|CAR11_HUMAN, sp|Q9H257|CARD9_HUMAN
8464.0	1	sp|Q9BXM0|PRAX_HUMAN	 	29.9	1461	154903	Periaxin OS=Homo sapiens OX=9606 GN=PRX PE=1 SV=2	93	93	1.000	27	41	25	27	41	25	27.000	41.000	25.000	 
8465.0	1	sp|Q9BXM9|FSD1L_HUMAN	 	19.6	530	59578	FSD1-like protein OS=Homo sapiens OX=9606 GN=FSD1L PE=1 SV=2	29	29	1.000	10	10	9	10	10	9	10.000	10.000	9.000	 
8466.0	1	sp|Q9BXN1|ASPN_HUMAN	 	12.9	380	43417	Asporin OS=Homo sapiens OX=9606 GN=ASPN PE=1 SV=2	10	10	1.000	9	1	0	9	1	0	9.000	1.000	0.000	 
8467.0	1	sp|Q9BXP2|S12A9_HUMAN	 	13.3	914	96109	Solute carrier family 12 member 9 OS=Homo sapiens OX=9606 GN=SLC12A9 PE=1 SV=1	16	16	1.000	4	8	4	4	8	4	4.000	8.000	4.000	 
8468.0	1	sp|Q9BXP5|SRRT_HUMAN	 	41.7	876	100665	Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1	628	628	1.000	228	224	176	228	224	176	228.000	224.000	176.000	 
8469.0	1	sp|Q9BXR0|TGT_HUMAN	 	23.3	403	44047	Queuine tRNA-ribosyltransferase catalytic subunit 1 OS=Homo sapiens OX=9606 GN=QTRT1 PE=1 SV=3	34	34	1.000	10	15	9	10	15	9	10.000	15.000	9.000	 
8470.0	1	sp|Q9BXR6|FHR5_HUMAN	 	16.3	569	64419	Complement factor H-related protein 5 OS=Homo sapiens OX=9606 GN=CFHR5 PE=1 SV=1	19	15	0.789	6	4	9	6	2	7	6.000	3.333	8.750	sp|Q03591|FHR1_HUMAN, sp|Q9BXR6|FHR5_HUMAN
8471.0	1	sp|Q9BXS5|AP1M1_HUMAN	 	48.7	423	48586	AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=3	262	234	0.893	106	89	67	95	77	62	105.885	89.000	67.000	sp|Q9BXS5|AP1M1_HUMAN, sp|Q9Y6Q5|AP1M2_HUMAN
8472.0	1	sp|Q9BXS6|NUSAP_HUMAN	 	61.0	441	49451	Nucleolar and spindle-associated protein 1 OS=Homo sapiens OX=9606 GN=NUSAP1 PE=1 SV=1	117	117	1.000	38	41	38	38	41	38	38.000	41.000	38.000	 
8473.0	1	sp|Q9BXS9|S26A6_HUMAN	 	3.0	759	82966	Solute carrier family 26 member 6 OS=Homo sapiens OX=9606 GN=SLC26A6 PE=1 SV=1	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000	 
8474.0	1	sp|Q9BXT5|TEX15_HUMAN	 	0.9	2789	315333	Testis-expressed protein 15 OS=Homo sapiens OX=9606 GN=TEX15 PE=1 SV=2	19	2	0.105	4	8	7	0	1	1	0.000	1.529	2.028	sp|Q9BXT5|TEX15_HUMAN, sp|Q9Y4L1|HYOU1_HUMAN
8475.0	1	sp|Q9BXT8|RNF17_HUMAN	 	1.7	1623	184641	RING finger protein 17 OS=Homo sapiens OX=9606 GN=RNF17 PE=1 SV=3	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000	 
8476.0	1	sp|Q9BXU3|TX13A_HUMAN	 	5.4	409	45582	Testis-expressed protein 13A OS=Homo sapiens OX=9606 GN=TEX13A PE=1 SV=1	9	9	1.000	2	4	3	2	4	3	2.000	4.000	3.000	 
8477.0	1	sp|Q9BXV9|GON7_HUMAN	 	52.0	100	10859	EKC/KEOPS complex subunit GON7 OS=Homo sapiens OX=9606 GN=GON7 PE=1 SV=2	70	70	1.000	25	29	16	25	29	16	25.000	29.000	16.000	 
8478.0	1	sp|Q9BXW6|OSBL1_HUMAN	 	11.8	950	108469	Oxysterol-binding protein-related protein 1 OS=Homo sapiens OX=9606 GN=OSBPL1A PE=1 SV=2	33	33	1.000	14	7	12	14	7	12	14.000	7.000	12.000	 
8479.0	1	sp|Q9BXW7|HDHD5_HUMAN	 	42.3	423	46321	Haloacid dehalogenase-like hydrolase domain-containing 5 OS=Homo sapiens OX=9606 GN=HDHD5 PE=1 SV=1	91	91	1.000	33	30	28	33	30	28	33.000	30.000	28.000	 
8480.0	1	sp|Q9BXW9|FACD2_HUMAN	 	15.9	1451	164127	Fanconi anemia group D2 protein OS=Homo sapiens OX=9606 GN=FANCD2 PE=1 SV=2	49	49	1.000	16	20	13	16	20	13	16.000	20.000	13.000	 
8481.0	1	sp|Q9BXX0|EMIL2_HUMAN	 	3.9	1053	115686	EMILIN-2 OS=Homo sapiens OX=9606 GN=EMILIN2 PE=1 SV=3	8	8	1.000	5	2	1	5	2	1	5.000	2.000	1.000	 
8482.0	1	sp|Q9BXX2|AN30B_HUMAN	 	2.3	1392	158047	Ankyrin repeat domain-containing protein 30B OS=Homo sapiens OX=9606 GN=ANKRD30B PE=2 SV=3	11	3	0.273	5	6	0	2	1	0	2.057	1.043	0.000	sp|Q00341|VIGLN_HUMAN, sp|Q9BXX2|AN30B_HUMAN, sp|Q9BXX3|AN30A_HUMAN
8483.0	1	sp|Q9BXX3|AN30A_HUMAN	 	1.9	1397	158833	Ankyrin repeat domain-containing protein 30A OS=Homo sapiens OX=9606 GN=ANKRD30A PE=2 SV=3	10	2	0.200	4	5	1	1	0	1	1.029	0.000	1.000	sp|Q00341|VIGLN_HUMAN, sp|Q9BXX2|AN30B_HUMAN, sp|Q9BXX3|AN30A_HUMAN
8484.0	1	sp|Q9BXY0|MAK16_HUMAN	 	35.7	300	35368	Protein MAK16 homolog OS=Homo sapiens OX=9606 GN=MAK16 PE=1 SV=2	42	42	1.000	13	14	15	13	14	15	13.000	14.000	15.000	 
8485.0	1	sp|Q9BY11|PACN1_HUMAN	 	23.2	444	50965	Protein kinase C and casein kinase substrate in neurons protein 1 OS=Homo sapiens OX=9606 GN=PACSIN1 PE=1 SV=1	79	16	0.203	21	31	27	4	9	3	4.456	10.424	3.655	sp|Q9BY11|PACN1_HUMAN, sp|Q9UNF0|PACN2_HUMAN
8486.0	1	sp|Q9BY12|SCAPE_HUMAN	 	9.9	1400	158286	S phase cyclin A-associated protein in the endoplasmic reticulum OS=Homo sapiens OX=9606 GN=SCAPER PE=1 SV=2	31	31	1.000	9	13	9	9	13	9	9.000	13.000	9.000	 
8487.0	1	sp|Q9BY15|AGRE3_HUMAN	 	9.8	652	72620	Adhesion G protein-coupled receptor E3 OS=Homo sapiens OX=9606 GN=ADGRE3 PE=2 SV=2	13	11	0.846	4	4	5	4	3	4	4.000	3.429	4.500	sp|Q9BY15|AGRE3_HUMAN, sp|Q9UHX3|AGRE2_HUMAN
8488.0	1	sp|Q9BY27|DGC6L_HUMAN	 	14.1	220	24932	Protein DGCR6L OS=Homo sapiens OX=9606 GN=DGCR6L PE=1 SV=2	9	9	1.000	3	3	3	3	3	3	3.000	3.000	3.000	 
8489.0	1	sp|Q9BY32|ITPA_HUMAN	 	56.7	194	21445	Inosine triphosphate pyrophosphatase OS=Homo sapiens OX=9606 GN=ITPA PE=1 SV=2	51	51	1.000	19	19	13	19	19	13	19.000	19.000	13.000	 
8490.0	1	sp|Q9BY41|HDAC8_HUMAN	 	28.6	377	41757	Histone deacetylase 8 OS=Homo sapiens OX=9606 GN=HDAC8 PE=1 SV=2	21	21	1.000	6	9	6	6	9	6	6.000	9.000	6.000	 
8491.0	1	sp|Q9BY42|RTF2_HUMAN	 	43.1	306	33886	Protein RTF2 homolog OS=Homo sapiens OX=9606 GN=RTFDC1 PE=1 SV=3	81	81	1.000	27	31	23	27	31	23	27.000	31.000	23.000	 
8492.0	1	sp|Q9BY43|CHM4A_HUMAN	 	50.5	222	25098	Charged multivesicular body protein 4a OS=Homo sapiens OX=9606 GN=CHMP4A PE=1 SV=3	152	152	1.000	50	57	45	50	57	45	50.000	57.000	45.000	 
8493.0	1	sp|Q9BY44|EIF2A_HUMAN	 	51.3	585	64989	Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3	117	117	1.000	51	38	28	51	38	28	51.000	38.000	28.000	 
8494.0	1	sp|Q9BY49|PECR_HUMAN	 	18.2	303	32544	Peroxisomal trans-2-enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=PECR PE=1 SV=2	14	14	1.000	6	4	4	6	4	4	6.000	4.000	4.000	 
8495.0	1	sp|Q9BY50|SC11C_HUMAN	 	37.0	192	21542	Signal peptidase complex catalytic subunit SEC11C OS=Homo sapiens OX=9606 GN=SEC11C PE=1 SV=3	27	27	1.000	10	11	6	10	11	6	10.000	11.000	6.000	 
8496.0	1	sp|Q9BY66|KDM5D_HUMAN	 	17.2	1539	174071	Lysine-specific demethylase 5D OS=Homo sapiens OX=9606 GN=KDM5D PE=1 SV=2	66	6	0.091	19	30	17	2	1	3	3.022	1.650	4.080	sp|P29375|KDM5A_HUMAN, sp|P41229|KDM5C_HUMAN, sp|Q9BY66|KDM5D_HUMAN, sp|Q9UGL1|KDM5B_HUMAN
8497.0	1	sp|Q9BY77|PDIP3_HUMAN	 	53.0	421	46089	Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2	267	267	1.000	96	83	88	96	83	88	96.000	83.000	88.000	 
8498.0	1	sp|Q9BY89|K1671_HUMAN	 	2.8	1806	196709	Uncharacterized protein KIAA1671 OS=Homo sapiens OX=9606 GN=KIAA1671 PE=1 SV=2	6	6	1.000	3	2	1	3	2	1	3.000	2.000	1.000	 
8499.0	1	sp|Q9BYB0|SHAN3_HUMAN	 	31.0	1731	184665	SH3 and multiple ankyrin repeat domains protein 3 OS=Homo sapiens OX=9606 GN=SHANK3 PE=1 SV=3	155	155	1.000	55	52	48	55	52	48	55.000	52.000	48.000	 
8500.0	1	sp|Q9BYB4|GNB1L_HUMAN	 	30.3	327	35618	Guanine nucleotide-binding protein subunit beta-like protein 1 OS=Homo sapiens OX=9606 GN=GNB1L PE=1 SV=2	10	10	1.000	3	5	2	3	5	2	3.000	5.000	2.000	 
8501.0	1	sp|Q9BYC5|FUT8_HUMAN	 	29.9	575	66515	Alpha-(1,6)-fucosyltransferase OS=Homo sapiens OX=9606 GN=FUT8 PE=1 SV=2	52	52	1.000	20	16	16	20	16	16	20.000	16.000	16.000	 
8502.0	1	sp|Q9BYC8|RM32_HUMAN	 	33.5	188	21405	39S ribosomal protein L32, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL32 PE=1 SV=1	28	28	1.000	8	10	10	8	10	10	8.000	10.000	10.000	 
8503.0	1	sp|Q9BYC9|RM20_HUMAN	 	40.9	149	17442	39S ribosomal protein L20, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL20 PE=1 SV=1	35	35	1.000	15	7	13	15	7	13	15.000	7.000	13.000	 
8504.0	1	sp|Q9BYD1|RM13_HUMAN	 	42.1	178	20692	39S ribosomal protein L13, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL13 PE=1 SV=1	38	38	1.000	13	13	12	13	13	12	13.000	13.000	12.000	 
8505.0	1	sp|Q9BYD2|RM09_HUMAN	 	37.8	267	30243	39S ribosomal protein L9, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL9 PE=1 SV=2	35	35	1.000	19	8	8	19	8	8	19.000	8.000	8.000	 
8506.0	1	sp|Q9BYD3|RM04_HUMAN	 	37.3	311	34919	39S ribosomal protein L4, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL4 PE=1 SV=1	30	30	1.000	13	10	7	13	10	7	13.000	10.000	7.000	 
8507.0	1	sp|Q9BYD6|RM01_HUMAN	 	35.1	325	36908	39S ribosomal protein L1, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL1 PE=1 SV=2	133	133	1.000	51	39	43	51	39	43	51.000	39.000	43.000	 
8508.0	1	sp|Q9BYE7|PCGF6_HUMAN	 	20.6	350	39047	Polycomb group RING finger protein 6 OS=Homo sapiens OX=9606 GN=PCGF6 PE=1 SV=2	20	20	1.000	7	6	7	7	6	7	7.000	6.000	7.000	 
8509.0	1	sp|Q9BYG3|MK67I_HUMAN	 	49.8	293	34222	MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens OX=9606 GN=NIFK PE=1 SV=1	146	146	1.000	49	54	43	49	54	43	49.000	54.000	43.000	 
8510.0	1	sp|Q9BYI3|HYCCI_HUMAN	 	31.7	521	57625	Hyccin OS=Homo sapiens OX=9606 GN=FAM126A PE=1 SV=2	47	47	1.000	13	17	17	13	17	17	13.000	17.000	17.000	 
8511.0	1	sp|Q9BYJ4|TRI34_HUMAN	 	20.5	488	56863	Tripartite motif-containing protein 34 OS=Homo sapiens OX=9606 GN=TRIM34 PE=1 SV=2	35	34	0.971	11	13	11	11	12	11	11.000	12.500	11.000	sp|Q9BYJ4|TRI34_HUMAN, sp|Q9C035|TRIM5_HUMAN
8512.0	1	sp|Q9BYJ9|YTHD1_HUMAN	 	34.9	559	60873	YTH domain-containing family protein 1 OS=Homo sapiens OX=9606 GN=YTHDF1 PE=1 SV=1	140	57	0.407	55	49	36	24	20	13	37.496	31.489	20.733	sp|Q7Z739|YTHD3_HUMAN, sp|Q9BYJ9|YTHD1_HUMAN, sp|Q9Y5A9|YTHD2_HUMAN
8513.0	1	sp|Q9BYK8|HELZ2_HUMAN	 	19.7	2649	294648	Helicase with zinc finger domain 2 OS=Homo sapiens OX=9606 GN=HELZ2 PE=1 SV=6	94	94	1.000	24	44	26	24	44	26	24.000	44.000	26.000	 
8514.0	1	sp|Q9BYM8|HOIL1_HUMAN	 	47.3	510	57571	RanBP-type and C3HC4-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=RBCK1 PE=1 SV=2	89	89	1.000	30	31	28	30	31	28	30.000	31.000	28.000	 
8515.0	1	sp|Q9BYN8|RT26_HUMAN	 	41.5	205	24211	28S ribosomal protein S26, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS26 PE=1 SV=1	50	48	0.960	17	18	15	16	17	15	17.000	17.895	15.000	REV_A2RUB6, sp|Q9BYN8|RT26_HUMAN
8516.0	1	sp|Q9BYP7|WNK3_HUMAN	 	4.1	1800	198413	Serine/threonine-protein kinase WNK3 OS=Homo sapiens OX=9606 GN=WNK3 PE=1 SV=3	19	2	0.105	5	8	6	0	0	2	0.000	0.000	2.146	sp|Q9BYP7|WNK3_HUMAN, sp|Q9H4A3|WNK1_HUMAN, sp|Q9Y3S1|WNK2_HUMAN
8517.0	1	sp|Q9BYT3|STK33_HUMAN	 	6.2	514	57830	Serine/threonine-protein kinase 33 OS=Homo sapiens OX=9606 GN=STK33 PE=1 SV=1	6	6	1.000	2	1	3	2	1	3	2.000	1.000	3.000	 
8518.0	1	sp|Q9BYT8|NEUL_HUMAN	 	30.1	704	80651	Neurolysin, mitochondrial OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=1	64	64	1.000	22	23	19	22	23	19	22.000	23.000	19.000	 
8519.0	1	sp|Q9BYV8|CEP41_HUMAN	 	53.6	373	41368	Centrosomal protein of 41 kDa OS=Homo sapiens OX=9606 GN=CEP41 PE=1 SV=1	61	61	1.000	22	19	20	22	19	20	22.000	19.000	20.000	 
8520.0	1	sp|Q9BYV9|BACH2_HUMAN	 	36.3	841	92536	Transcription regulator protein BACH2 OS=Homo sapiens OX=9606 GN=BACH2 PE=1 SV=1	107	107	1.000	37	40	30	37	40	30	37.000	40.000	30.000	 
8521.0	1	sp|Q9BYW2|SETD2_HUMAN	 	29.6	2564	287593	Histone-lysine N-methyltransferase SETD2 OS=Homo sapiens OX=9606 GN=SETD2 PE=1 SV=3	224	224	1.000	72	86	66	72	86	66	72.000	86.000	66.000	 
